data,sanmenxia,huayuankou,jiahetan,longmen 
2017/12/26,33264000,33264000,37324800,40608000
2017/12/27,34387200,34387200,35942400,41040000
2017/12/28,32832000,32832000,37670400,35424000
2017/12/29,35078400,35078400,35942400,33696000
2017/12/30,33955200,33955200,36979200,40089600
2017/12/31,33955200,33955200,36720000,31363200
2018/1/1,33350400,33350400,36979200,30240000
2018/1/2,32572800,32572800,38016000,30240000
2018/1/3,34819200,34819200,35424000,20736000
2018/1/4,33004800,33004800,36720000,17107200
2018/1/5,33696000,33696000,37152000,24105600
2018/1/6,33696000,33696000,38016000,32832000
2018/1/7,34905600,34905600,35856000,32745600
2018/1/8,33004800,33004800,34560000,35596800
2018/1/9,32486400,32486400,36288000,32659200
2018/1/10,33004800,33004800,40176000,32659200
2018/1/11,35424000,35424000,39398400,31363200
2018/1/12,38016000,38016000,40176000,26006400
2018/1/13,39312000,39312000,42768000,24278400
2018/1/14,41904000,41904000,42768000,26611200
2018/1/15,42768000,42768000,46051200,26438400
2018/1/16,43200000,43200000,48816000,26784000
2018/1/17,45360000,45360000,46742400,27561600
2018/1/18,46224000,46224000,46483200,29376000
2018/1/19,43459200,43459200,47347200,33264000
2018/1/20,43891200,43891200,47692800,37238400
2018/1/21,44323200,44323200,46915200,38534400
2018/1/22,44323200,44323200,48124800,34992000
2018/1/23,44496000,44496000,45619200,33264000
2018/1/24,44496000,44496000,48124800,43286400
2018/1/25,45792000,45792000,47347200,44496000
2018/1/26,47088000,47088000,46915200,44064000
2018/1/27,46656000,46656000,48988800,39052800
2018/1/28,47088000,47088000,45792000,29376000
2018/1/29,46224000,46224000,48038400,40521600
2018/1/30,45792000,45792000,48902400,50112000
2018/1/31,46224000,46224000,49420800,46656000
2018/2/1,46483200,46483200,56160000,38102400
2018/2/2,48816000,48816000,55555200,35424000
2018/2/3,49680000,49680000,57024000,35596800
2018/2/4,53136000,53136000,58320000,35424000
2018/2/5,53136000,53136000,59184000,35856000
2018/2/6,52099200,52099200,57888000,35942400
2018/2/7,51235200,51235200,57888000,37152000
2018/2/8,52099200,52099200,56851200,39744000
2018/2/9,50803200,50803200,56160000,34646400
2018/2/10,48816000,48816000,55728000,43632000
2018/2/11,49248000,49248000,57888000,39744000
2018/2/12,49248000,49248000,56592000,40608000
2018/2/13,48816000,48816000,55728000,44755200
2018/2/14,47952000,47952000,55123200,44755200
2018/2/15,47952000,47952000,56160000,44064000
2018/2/16,51840000,51840000,55987200,45619200
2018/2/17,51408000,51408000,54864000,50976000
2018/2/18,50976000,50976000,54432000,58579200
2018/2/19,51408000,51408000,52012800,50716800
2018/2/20,49248000,49248000,55468800,46569600
2018/2/21,49680000,49680000,55468800,46310400
2018/2/22,50112000,50112000,58492800,47520000
2018/2/23,50112000,50112000,65664000,49939200
2018/2/24,51408000,51408000,64368000,56851200
2018/2/25,56160000,56160000,64368000,61776000
2018/2/26,58752000,58752000,64368000,39744000
2018/2/27,57888000,57888000,63244800,44841600
2018/2/28,57456000,57456000,63763200,39744000
2018/3/1,56851200,56851200,65232000,36288000
2018/3/2,57888000,57888000,68428800,32054400
2018/3/3,60048000,60048000,76464000,47433600
2018/3/4,62380800,62380800,72576000,61344000
2018/3/5,62380800,62380800,73008000,57024000
2018/3/6,62380800,62380800,75340800,105408000
2018/3/7,63763200,63763200,76204800,62208000
2018/3/8,64627200,64627200,78192000,55382400
2018/3/9,66355200,66355200,78192000,49939200
2018/3/10,65232000,65232000,81388800,52272000
2018/3/11,66096000,66096000,79056000,64800000
2018/3/12,65664000,65664000,79920000,44755200
2018/3/13,65664000,65664000,80352000,49766400
2018/3/14,70848000,70848000,78192000,35596800
2018/3/15,69120000,69120000,77760000,42336000
2018/3/16,70848000,70848000,81388800,77932800
2018/3/17,71280000,71280000,81993600,96768000
2018/3/18,74304000,74304000,88128000,168480000
2018/3/19,76464000,76464000,90720000,113184000
2018/3/20,79056000,79056000,91584000,81907200
2018/3/21,79920000,79920000,91584000,55382400
2018/3/22,86400000,86400000,93312000,44064000
2018/3/23,89856000,89856000,98496000,31190400
2018/3/24,91584000,91584000,100224000,27734400
2018/3/25,90720000,90720000,99360000,26784000
2018/3/26,92448000,92448000,98496000,41472000
2018/3/27,90720000,90720000,98496000,26179200
2018/3/28,89856000,89856000,97632000,27820800
2018/3/29,86400000,86400000,99360000,19008000
2018/3/30,89856000,89856000,101952000,23328000
2018/3/31,97632000,97632000,102816000,22723200
2018/4/1,98496000,98496000,104544000,27648000
2018/4/2,100224000,100224000,108000000,26956800
2018/4/3,110592000,110592000,120960000,28425600
2018/4/4,112320000,112320000,120096000,28684800
2018/4/5,112320000,112320000,118368000,21600000
2018/4/6,117504000,117504000,118368000,19872000
2018/4/7,116640000,116640000,114048000,55468800
2018/4/8,115776000,115776000,121824000,36115200
2018/4/9,115776000,115776000,123552000,24105600
2018/4/10,117504000,117504000,121824000,69984000
2018/4/11,117504000,117504000,112320000,62899200
2018/4/12,115776000,115776000,119232000,61344000
2018/4/13,113184000,113184000,119232000,69984000
2018/4/14,113184000,113184000,118368000,71798400
2018/4/15,112320000,112320000,112320000,72576000
2018/4/16,109728000,109728000,114912000,64713600
2018/4/17,110592000,110592000,115776000,56937600
2018/4/18,107136000,107136000,115776000,49248000
2018/4/19,106272000,106272000,98496000,48384000
2018/4/20,102816000,102816000,100224000,28512000
2018/4/21,102816000,102816000,116640000,63244800
2018/4/22,103680000,103680000,104544000,54777600
2018/4/23,109728000,109728000,120096000,40435200
2018/4/24,114912000,114912000,124416000,54432000
2018/4/25,115776000,115776000,123552000,32140800
2018/4/26,113184000,113184000,114048000,33696000
2018/4/27,108000000,108000000,108864000,30844800
2018/4/28,104544000,104544000,101952000,40608000
2018/4/29,102816000,102816000,114048000,37152000
2018/4/30,106272000,106272000,113184000,30499200
2018/5/1,107136000,107136000,131328000,30067200
2018/5/2,114048000,114048000,126144000,29462400
2018/5/3,113184000,113184000,127008000,25056000
2018/5/4,114048000,114048000,114912000,20131200
2018/5/5,111456000,111456000,108864000,19008000
2018/5/6,106272000,106272000,119232000,30499200
2018/5/7,109728000,109728000,119232000,25574400
2018/5/8,110592000,110592000,118368000,22032000
2018/5/9,111456000,111456000,120096000,24624000
2018/5/10,113184000,113184000,120960000,25920000
2018/5/11,114912000,114912000,123552000,27129600
2018/5/12,115776000,115776000,123552000,27561600
2018/5/13,117504000,117504000,123552000,26006400
2018/5/14,116640000,116640000,123552000,39916800
2018/5/15,117504000,117504000,125280000,27734400
2018/5/16,120960000,120960000,127872000,26006400
2018/5/17,120960000,120960000,135648000,30585600
2018/5/18,125280000,125280000,139968000,30326400
2018/5/19,134784000,134784000,143424000,43372800
2018/5/20,133920000,133920000,142560000,47520000
2018/5/21,131328000,131328000,138240000,49939200
2018/5/22,127872000,127872000,149472000,57888000
2018/5/23,146880000,146880000,160704000,58665600
2018/5/24,150336000,150336000,164160000,54604800
2018/5/25,150336000,150336000,166752000,51926400
2018/5/26,151200000,151200000,167616000,49161600
2018/5/27,156384000,156384000,171936000,60480000
2018/5/28,159840000,159840000,177120000,53395200
2018/5/29,158976000,158976000,179712000,55900800
2018/5/30,158976000,158976000,179712000,73440000
2018/5/31,159840000,159840000,175392000,90720000
2018/6/1,165888000,165888000,175392000,81388800
2018/6/2,170208000,170208000,174528000,90720000
2018/6/3,168480000,168480000,174528000,88128000
2018/6/4,169344000,169344000,179712000,81043200
2018/6/5,170208000,170208000,176256000,71712000
2018/6/6,168480000,168480000,171936000,69984000
2018/6/7,167616000,167616000,178848000,82771200
2018/6/8,169344000,169344000,169344000,76464000
2018/6/9,169344000,169344000,165888000,92448000
2018/6/10,157248000,157248000,168480000,86227200
2018/6/11,158976000,158976000,165888000,92448000
2018/6/12,157248000,157248000,163296000,91584000
2018/6/13,156384000,156384000,165024000,88128000
2018/6/14,157248000,157248000,163296000,78451200
2018/6/15,156384000,156384000,158976000,43891200
2018/6/16,153792000,153792000,158976000,29894400
2018/6/17,154656000,154656000,160704000,23155200
2018/6/18,155520000,155520000,160704000,21600000
2018/6/19,156384000,156384000,164160000,38016000
2018/6/20,156384000,156384000,156384000,54259200
2018/6/21,155520000,155520000,158112000,52358400
2018/6/22,156384000,156384000,166752000,40953600
2018/6/23,157248000,157248000,156384000,46656000
2018/6/24,155520000,155520000,153792000,52704000
2018/6/25,152064000,152064000,139968000,51408000
2018/6/26,152928000,152928000,146016000,52704000
2018/6/27,153792000,153792000,146016000,52704000
2018/6/28,153792000,153792000,155520000,50544000
2018/6/29,145152000,145152000,130464000,43113600
2018/6/30,130464000,130464000,114048000,34560000
2018/7/1,119232000,119232000,113184000,40694400
2018/7/2,115776000,115776000,111456000,82080000
2018/7/3,117504000,117504000,120960000,95904000
2018/7/4,123552000,123552000,202176000,76204800
2018/7/5,311040000,311040000,340416000,51667200
2018/7/6,311040000,311040000,258336000,42595200
2018/7/7,267840000,267840000,295488000,89856000
2018/7/8,361152000,361152000,342144000,50544000
2018/7/9,325728000,325728000,302400000,44496000
2018/7/10,264384000,264384000,262656000,46483200
2018/7/11,247968000,247968000,272160000,90720000
2018/7/12,240192000,240192000,259200000,114912000
2018/7/13,202176000,202176000,234144000,150336000
2018/7/14,254016000,254016000,343872000,100224000
2018/7/15,227232000,227232000,219456000,110592000
2018/7/16,232416000,232416000,252288000,112320000
2018/7/17,286848000,286848000,321408000,157248000
2018/7/18,310176000,310176000,338688000,150336000
2018/7/19,331776000,331776000,355968000,103680000
2018/7/20,342144000,342144000,351648000,120960000
2018/7/21,330048000,330048000,358560000,128736000
2018/7/22,342144000,342144000,332640000,146880000
2018/7/23,324864000,324864000,267840000,112320000
2018/7/24,235008000,235008000,250560000,131328000
2018/7/25,228960000,228960000,239328000,122688000
2018/7/26,218592000,218592000,201312000,134784000
2018/7/27,179712000,179712000,136512000,121824000
2018/7/28,129600000,129600000,107136000,146880000
2018/7/29,89856000,89856000,114912000,121824000
2018/7/30,90720000,90720000,99360000,123552000
2018/7/31,82080000,82080000,88992000,133056000
2018/8/1,70416000,70416000,94176000,151200000
2018/8/2,72576000,72576000,96768000,168480000
2018/8/3,90720000,90720000,99360000,144288000
2018/8/4,112320000,112320000,125280000,165024000
2018/8/5,120096000,120096000,121824000,159840000
2018/8/6,136512000,136512000,184896000,128736000
2018/8/7,181440000,181440000,190080000,122688000
2018/8/8,186624000,186624000,179712000,142560000
2018/8/9,177984000,177984000,171072000,114912000
2018/8/10,127872000,127872000,189216000,127872000
2018/8/11,184896000,184896000,165888000,129600000
2018/8/12,158976000,158976000,171072000,241056000
2018/8/13,184896000,184896000,225504000,127008000
2018/8/14,236736000,236736000,210816000,186624000
2018/8/15,117504000,117504000,100224000,148608000
2018/8/16,107136000,107136000,101088000,154656000
2018/8/17,110592000,110592000,92448000,167616000
2018/8/18,105408000,105408000,104544000,150336000
2018/8/19,115776000,115776000,85536000,129600000
2018/8/20,99360000,99360000,91584000,112320000
2018/8/21,107136000,107136000,94176000,159840000
2018/8/22,101952000,101952000,105408000,158976000
2018/8/23,120960000,120960000,228960000,185760000
2018/8/24,255744000,255744000,254880000,190080000
2018/8/25,254016000,254016000,250560000,190080000
2018/8/26,248832000,248832000,257472000,171936000
2018/8/27,241056000,241056000,243648000,184032000
2018/8/28,241056000,241056000,257472000,180576000
2018/8/29,236736000,236736000,213408000,124416000
2018/8/30,197856000,197856000,187488000,172800000
2018/8/31,167616000,167616000,127872000,190080000
2018/9/1,143424000,143424000,103680000,266112000
2018/9/2,90720000,90720000,84672000,195264000
2018/9/3,111456000,111456000,109728000,216000000
2018/9/4,83808000,83808000,98496000,195264000
2018/9/5,131328000,131328000,131328000,192672000
2018/9/6,111456000,111456000,128736000,196992000
2018/9/7,127872000,127872000,136512000,201312000
2018/9/8,120960000,120960000,134784000,174528000
2018/9/9,120096000,120096000,137376000,139104000
2018/9/10,120960000,120960000,129600000,189216000
2018/9/11,123552000,123552000,133056000,202176000
2018/9/12,123552000,123552000,131328000,221184000
2018/9/13,131328000,131328000,158112000,216864000
2018/9/14,131328000,131328000,138240000,194400000
2018/9/15,143424000,143424000,139968000,202176000
2018/9/16,203904000,203904000,245376000,208224000
2018/9/17,254016000,254016000,259200000,201312000
2018/9/18,250560000,250560000,241056000,212544000
2018/9/19,247104000,247104000,234144000,204768000
2018/9/20,247104000,247104000,261792000,255744000
2018/9/21,260928000,260928000,259200000,245376000
2018/9/22,254016000,254016000,252288000,227232000
2018/9/23,245376000,245376000,259200000,304992000
2018/9/24,266112000,266112000,314496000,292896000
2018/9/25,292896000,292896000,294624000,252288000
2018/9/26,279936000,279936000,298944000,282528000
2018/9/27,276480000,276480000,281664000,266112000
2018/9/28,273024000,273024000,296352000,216000000
2018/9/29,290304000,290304000,315360000,232416000
2018/9/30,302400000,302400000,302400000,191808000
2018/10/1,304992000,304992000,301536000,178848000
2018/10/2,306720000,306720000,298944000,213408000
2018/10/3,300672000,300672000,279936000,231552000
2018/10/4,244512000,244512000,266976000,205632000
2018/10/5,261792000,261792000,250560000,205632000
2018/10/6,246240000,246240000,188352000,247968000
2018/10/7,183168000,183168000,165024000,246240000
2018/10/8,181440000,181440000,139968000,253152000
2018/10/9,165024000,165024000,165024000,281664000
2018/10/10,177120000,177120000,174528000,267840000
2018/10/11,177120000,177120000,171072000,273888000
2018/10/12,150336000,150336000,113184000,248832000
2018/10/13,123552000,123552000,117504000,252288000
2018/10/14,114912000,114912000,110592000,249696000
2018/10/15,106272000,106272000,87264000,294624000
2018/10/16,108000000,108000000,114048000,289440000
2018/10/17,134784000,134784000,130464000,265248000
2018/10/18,134784000,134784000,139968000,265248000
2018/10/19,143424000,143424000,138240000,242784000
2018/10/20,121824000,121824000,116640000,239328000
2018/10/21,112320000,112320000,105408000,236736000
2018/10/22,127008000,127008000,144288000,199584000
2018/10/23,138240000,138240000,125280000,125280000
2018/10/24,111456000,111456000,145152000,159840000
2018/10/25,124416000,124416000,113184000,145152000
2018/10/26,107136000,107136000,107136000,123552000
2018/10/27,108000000,108000000,102816000,110592000
2018/10/28,94176000,94176000,103680000,135648000
2018/10/29,101952000,101952000,104544000,91584000
2018/10/30,106272000,106272000,103680000,101088000
2018/10/31,105408000,105408000,108864000,98496000
2018/11/1,108864000,108864000,110592000,113184000
2018/11/2,103680000,103680000,88128000,108864000
2018/11/3,81648000,81648000,78710400,92448000
2018/11/4,79056000,79056000,76896000,76204800
2018/11/5,73872000,73872000,73440000,74217600
2018/11/6,73872000,73872000,74649600,56419200
2018/11/7,79056000,79056000,70848000,77760000
2018/11/8,63936000,63936000,68256000,56851200
2018/11/9,61344000,61344000,63244800,75081600
2018/11/10,61776000,61776000,64972800,43632000
2018/11/11,61776000,61776000,62985600,47088000
2018/11/12,60480000,60480000,64454400,72144000
2018/11/13,60480000,60480000,65318400,81216000
2018/11/14,62640000,62640000,66355200,63504000
2018/11/15,61776000,61776000,62640000,64800000
2018/11/16,54432000,54432000,58752000,58320000
2018/11/17,54086400,54086400,57456000,87264000
2018/11/18,54604800,54604800,56851200,89856000
2018/11/19,55296000,55296000,58752000,111456000
2018/11/20,59011200,59011200,57456000,104544000
2018/11/21,59011200,59011200,57456000,107136000
2018/11/22,59011200,59011200,55123200,130464000
2018/11/23,59011200,59011200,52704000,148608000
2018/11/24,54864000,54864000,50976000,131328000
2018/11/25,54864000,54864000,45360000,133920000
2018/11/26,54432000,54432000,49248000,140832000
2018/11/27,55728000,55728000,52704000,100224000
2018/11/28,56160000,56160000,52704000,99360000
2018/11/29,54864000,54864000,53654400,74736000
2018/11/30,57715200,57715200,50976000,89856000
2018/12/1,54864000,54864000,50457600,95040000
2018/12/2,51235200,51235200,48384000,98496000
2018/12/3,50544000,50544000,53136000,93312000
2018/12/4,55296000,55296000,52444800,83808000
2018/12/5,52272000,52272000,50976000,132192000
2018/12/6,53308800,53308800,54691200,70588800
2018/12/7,55123200,55123200,53568000,90720000
2018/12/8,51840000,51840000,57456000,82771200
2018/12/9,53395200,53395200,56419200,82771200
2018/12/10,51408000,51408000,54691200,71625600
2018/12/11,50371200,50371200,54691200,46483200
2018/12/12,49507200,49507200,54086400,54000000
2018/12/13,47347200,47347200,47952000,43200000
2018/12/14,45360000,45360000,43372800,35078400
2018/12/15,42336000,42336000,42940800,33091200
2018/12/16,42768000,42768000,42940800,29376000
2018/12/17,43200000,43200000,42595200,29635200
2018/12/18,41385600,41385600,42163200,29376000
2018/12/19,42336000,42336000,43718400,27648000
2018/12/20,43200000,43200000,41817600,21427200
2018/12/21,42336000,42336000,42595200,22896000
2018/12/22,42768000,42768000,42163200,22464000
2018/12/23,42336000,42336000,43027200,31449600
2018/12/24,43200000,43200000,41817600,34473600
2018/12/25,41212800,41212800,42163200,39744000
2018/12/26,38448000,38448000,42249600,47088000
2018/12/27,38880000,38880000,41904000,44496000
2018/12/28,41212800,41212800,42249600,53395200
2018/12/29,41212800,41212800,42595200,60048000
2018/12/30,41212800,41212800,42249600,49507200
2018/12/31,41212800,41212800,41472000,39830400
2019/1/1,40176000,40176000,41558400,37584000
2019/1/2,38880000,38880000,40089600,31536000
2019/1/3,36979200,36979200,40089600,58406400
2019/1/4,36028800,36028800,39571200,43632000
2019/1/5,34992000,34992000,38016000,43286400
2019/1/6,34992000,34992000,38620800,45792000
2019/1/7,35424000,35424000,39312000,53395200
2019/1/8,36460800,36460800,38620800,51148800
2019/1/9,36460800,36460800,38275200,53740800
2019/1/10,36028800,36028800,36460800,50457600
2019/1/11,34560000,34560000,37670400,48643200
2019/1/12,35424000,35424000,38448000,50457600
2019/1/13,36892800,36892800,37670400,52704000
2019/1/14,39571200,39571200,36115200,48902400
2019/1/15,37411200,37411200,36460800,45792000
2019/1/16,35856000,35856000,37152000,47347200
2019/1/17,35424000,35424000,38448000,48211200
2019/1/18,35856000,35856000,39312000,43632000
2019/1/19,37411200,37411200,37584000,43632000
2019/1/20,37411200,37411200,36806400,51408000
2019/1/21,36720000,36720000,36806400,52704000
2019/1/22,37411200,37411200,36806400,55036800
2019/1/23,35424000,35424000,36028800,57715200
2019/1/24,33868800,33868800,36028800,53568000
2019/1/25,31795200,31795200,35164800,53136000
2019/1/26,32745600,32745600,35164800,55036800
2019/1/27,32400000,32400000,37152000,66009600
2019/1/28,33696000,33696000,37584000,63504000
2019/1/29,33264000,33264000,41040000,58406400
2019/1/30,54259200,54259200,55296000,56678400
2019/1/31,41299200,41299200,63936000,51408000
2019/2/1,66528000,66528000,58752000,63504000
2019/2/2,65664000,65664000,58752000,63417600
2019/2/3,61344000,61344000,56937600,61344000
2019/2/4,55728000,55728000,61344000,49680000
2019/2/5,55728000,55728000,62035200,57283200
2019/2/6,51408000,51408000,67651200,59270400
2019/2/7,53136000,53136000,67651200,55728000
2019/2/8,62208000,62208000,68256000,55555200
2019/2/9,62380800,62380800,71625600,51667200
2019/2/10,73699200,73699200,73872000,44064000
2019/2/11,70243200,70243200,67219200,57196800
2019/2/12,68688000,68688000,69984000,71884800
2019/2/13,68688000,68688000,69984000,71884800
2019/2/14,67219200,67219200,72662400,70416000
2019/2/15,73008000,73008000,68256000,72403200
2019/2/16,74563200,74563200,85104000,72921600
2019/2/17,78883200,78883200,83548800,75945600
2019/2/18,113184000,113184000,114912000,63244800
2019/2/19,101952000,101952000,92448000,75427200
2019/2/20,105408000,105408000,113184000,77414400
2019/2/21,118368000,118368000,112320000,76896000
2019/2/22,96768000,96768000,101088000,74217600
2019/2/23,90720000,90720000,83721600,81907200
2019/2/24,77760000,77760000,85795200,80179200
2019/2/25,75772800,75772800,77846400,75340800
2019/2/26,73440000,73440000,82512000,75081600
2019/2/27,74131200,74131200,87264000,63331200
2019/2/28,75168000,75168000,90720000,66528000
2019/3/1,72576000,72576000,92448000,69465600
2019/3/2,76896000,76896000,112320000,67996800
2019/3/3,106272000,106272000,112320000,85276800
2019/3/4,105408000,105408000,99360000,82771200
2019/3/5,95904000,95904000,88128000,74476800
2019/3/6,92448000,92448000,86400000,78019200
2019/3/7,94176000,94176000,88128000,81993600
2019/3/8,82944000,82944000,95904000,76464000
2019/3/9,97632000,97632000,114048000,69984000
2019/3/10,115776000,115776000,120960000,72144000
2019/3/11,106272000,106272000,107136000,69552000
2019/3/12,100224000,100224000,107136000,66960000
2019/3/13,101952000,101952000,107136000,64195200
2019/3/14,104544000,104544000,108864000,64195200
2019/3/15,104544000,104544000,101088000,63504000
2019/3/16,100224000,100224000,107136000,54691200
2019/3/17,98496000,98496000,103680000,59184000
2019/3/18,98496000,98496000,105408000,62467200
2019/3/19,101952000,101952000,112320000,84672000
2019/3/20,106272000,106272000,115776000,67824000
2019/3/21,104544000,104544000,116640000,82598400
2019/3/22,110592000,110592000,121824000,66700800
2019/3/23,118368000,118368000,123552000,71280000
2019/3/24,120960000,120960000,122688000,37756800
2019/3/25,127872000,127872000,120960000,61689600
2019/3/26,121824000,121824000,116640000,59270400
2019/3/27,120096000,120096000,120960000,52617600
2019/3/28,114048000,114048000,123552000,40348800
2019/3/29,121824000,121824000,125280000,51840000
2019/3/30,115776000,115776000,119232000,82425600
2019/3/31,117504000,117504000,123552000,81907200
2019/4/1,119232000,119232000,131328000,67996800
2019/4/2,121824000,121824000,114912000,77328000
2019/4/3,112320000,112320000,116640000,75945600
2019/4/4,116640000,116640000,118368000,73958400
2019/4/5,111456000,111456000,110592000,84931200
2019/4/6,108000000,108000000,115776000,88128000
2019/4/7,114048000,114048000,119232000,80438400
2019/4/8,112320000,112320000,120096000,127872000
2019/4/9,113184000,113184000,128736000,109728000
2019/4/10,114048000,114048000,128736000,116640000
2019/4/11,116640000,116640000,125280000,115776000
2019/4/12,114048000,114048000,126144000,103680000
2019/4/13,111456000,111456000,122688000,106272000
2019/4/14,108000000,108000000,118368000,102816000
2019/4/15,108000000,108000000,116640000,87264000
2019/4/16,102816000,102816000,114048000,89856000
2019/4/17,105408000,105408000,111456000,89856000
2019/4/18,112320000,112320000,115776000,89856000
2019/4/19,107136000,107136000,118368000,85795200
2019/4/20,107136000,107136000,116640000,87264000
2019/4/21,108000000,108000000,116640000,90720000
2019/4/22,108864000,108864000,124416000,95040000
2019/4/23,127008000,127008000,127872000,92448000
2019/4/24,115776000,115776000,118368000,90720000
2019/4/25,110592000,110592000,125280000,75686400
2019/4/26,120096000,120096000,131328000,82684800
2019/4/27,119232000,119232000,130464000,86400000
2019/4/28,122688000,122688000,124416000,92448000
2019/4/29,120096000,120096000,126144000,93312000
2019/4/30,120960000,120960000,122688000,90720000
2019/5/1,115776000,115776000,119232000,88992000
2019/5/2,118368000,118368000,124416000,86400000
2019/5/3,126144000,126144000,125280000,83635200
2019/5/4,127872000,127872000,127872000,85881600
2019/5/5,134784000,134784000,130464000,82339200
2019/5/6,124416000,124416000,133056000,74476800
2019/5/7,126144000,126144000,138240000,67219200
2019/5/8,122688000,122688000,122688000,78364800
2019/5/9,113184000,113184000,122688000,84931200
2019/5/10,112320000,112320000,127008000,53654400
2019/5/11,114048000,114048000,133920000,69552000
2019/5/12,117504000,117504000,136512000,64800000
2019/5/13,124416000,124416000,134784000,54604800
2019/5/14,121824000,121824000,133056000,67305600
2019/5/15,119232000,119232000,132192000,66960000
2019/5/16,114048000,114048000,130464000,82857600
2019/5/17,117504000,117504000,134784000,55123200
2019/5/18,122688000,122688000,132192000,85536000
2019/5/19,120960000,120960000,132192000,88128000
2019/5/20,118368000,118368000,127008000,85190400
2019/5/21,116640000,116640000,123552000,87264000
2019/5/22,120960000,120960000,126144000,69120000
2019/5/23,124416000,124416000,125280000,81993600
2019/5/24,120960000,120960000,129600000,60912000
2019/5/25,135648000,135648000,148608000,75427200
2019/5/26,142560000,142560000,144288000,48211200
2019/5/27,134784000,134784000,136512000,53222400
2019/5/28,130464000,130464000,140832000,67392000
2019/5/29,133056000,133056000,143424000,88128000
2019/5/30,133920000,133920000,141696000,85708800
2019/5/31,130464000,130464000,142560000,85104000
2019/6/1,127872000,127872000,130464000,101088000
2019/6/2,124416000,124416000,127008000,91584000
2019/6/3,129600000,129600000,139104000,88128000
2019/6/4,130464000,130464000,127008000,98496000
2019/6/5,126144000,126144000,131328000,87264000
2019/6/6,129600000,129600000,130464000,119232000
2019/6/7,124416000,124416000,104544000,144288000
2019/6/8,99360000,99360000,108000000,125280000
2019/6/9,108864000,108864000,132192000,113184000
2019/6/10,131328000,131328000,117504000,114912000
2019/6/11,118368000,118368000,128736000,108000000
2019/6/12,127008000,127008000,122688000,100224000
2019/6/13,119232000,119232000,120096000,105408000
2019/6/14,117504000,117504000,139968000,108864000
2019/6/15,128736000,128736000,127872000,112320000
2019/6/16,120960000,120960000,133056000,108000000
2019/6/17,129600000,129600000,135648000,118368000
2019/6/18,127008000,127008000,129600000,79660800
2019/6/19,127872000,127872000,132192000,59875200
2019/6/20,131328000,131328000,135648000,61948800
2019/6/21,136512000,136512000,146880000,53654400
2019/6/22,154656000,154656000,242784000,62899200
2019/6/23,260928000,260928000,281664000,95904000
2019/6/24,340416000,340416000,334368000,59443200
2019/6/25,337824000,337824000,332640000,85276800
2019/6/26,326592000,326592000,332640000,95904000
2019/6/27,320544000,320544000,333504000,97632000
2019/6/28,339552000,339552000,343008000,147744000
2019/6/29,338688000,338688000,342144000,165024000
2019/6/30,348192000,348192000,359424000,171936000
2019/7/1,349920000,349920000,368064000,160704000
2019/7/2,354240000,354240000,354240000,166752000
2019/7/3,330912000,330912000,339552000,196128000
2019/7/4,330912000,330912000,332640000,194400000
2019/7/5,327456000,327456000,341280000,193536000
2019/7/6,322272000,322272000,341280000,195264000
2019/7/7,318816000,318816000,343872000,207360000
2019/7/8,343872000,343872000,358560000,195264000
2019/7/9,355104000,355104000,359424000,190080000
2019/7/10,357696000,357696000,354240000,153792000
2019/7/11,361152000,361152000,312768000,181440000
2019/7/12,314496000,314496000,267840000,163296000
2019/7/13,250560000,250560000,223776000,209952000
2019/7/14,233280000,233280000,214272000,210816000
2019/7/15,244512000,244512000,216864000,198720000
2019/7/16,215136000,215136000,209088000,222048000
2019/7/17,213408000,213408000,225504000,203904000
2019/7/18,250560000,250560000,262656000,203904000
2019/7/19,280800000,280800000,285120000,204768000
2019/7/20,262656000,262656000,293760000,212544000
2019/7/21,272160000,272160000,301536000,200448000
2019/7/22,210816000,210816000,212544000,210816000
2019/7/23,204768000,204768000,260064000,219456000
2019/7/24,277344000,277344000,295488000,206496000
2019/7/25,270432000,270432000,235008000,218592000
2019/7/26,260064000,260064000,333504000,231552000
2019/7/27,339552000,339552000,332640000,219456000
2019/7/28,284256000,284256000,296352000,218592000
2019/7/29,217728000,217728000,226368000,210816000
2019/7/30,227232000,227232000,241920000,223776000
2019/7/31,256608000,256608000,331776000,181440000
2019/8/1,288576000,288576000,305856000,180576000
2019/8/2,276480000,276480000,207360000,190944000
2019/8/3,140832000,140832000,135648000,208224000
2019/8/4,135648000,135648000,149472000,177120000
2019/8/5,135648000,135648000,154656000,216864000
2019/8/6,134784000,134784000,226368000,225504000
2019/8/7,350784000,350784000,384480000,187488000
2019/8/8,381888000,381888000,376704000,195264000
2019/8/9,380160000,380160000,373248000,181440000
2019/8/10,368928000,368928000,288576000,183168000
2019/8/11,144288000,144288000,91584000,156384000
2019/8/12,85536000,85536000,88992000,162432000
2019/8/13,72576000,72576000,85536000,136512000
2019/8/14,50112000,50112000,46483200,144288000
2019/8/15,47952000,47952000,48816000,114912000
2019/8/16,48816000,48816000,50112000,114912000
2019/8/17,49680000,49680000,45792000,136512000
2019/8/18,45446400,45446400,41385600,186624000
2019/8/19,47088000,47088000,36115200,145152000
2019/8/20,38707200,38707200,38966400,153792000
2019/8/21,38448000,38448000,41126400,122688000
2019/8/22,40176000,40176000,49161600,178848000
2019/8/23,49680000,49680000,43459200,159840000
2019/8/24,41040000,41040000,42940800,148608000
